,iter,xMin,xMax,xNew,nXmin,nXmax,Rcc,Rsc,Rst,Nrd
29,29.0,0.06401870454538612,0.06401870627297088,0.0640187054091785,0.0640187054091785,0.06401870627297088,108.15160045063097,0.5440506144749484,-108.69565217391305,-1.1088071261156074e-06
30,30.0,0.0640187054091785,0.06401870627297088,0.06401870584107469,0.06401870584107469,0.06401870627297088,108.15160118026557,0.5440505759653049,-108.69565217391305,-4.176821732926328e-07
31,31.0,0.06401870584107469,0.06401870627297088,0.06401870605702278,0.06401870605702278,0.06401870627297088,108.15160154508287,0.5440505567104833,-108.69565217391305,-7.211968977571814e-08
32,32.0,0.06401870605702278,0.06401870627297088,0.06401870616499683,0.06401870605702278,0.06401870616499683,108.15160172749152,0.5440505470830723,-108.69565217391305,1.0066155198273918e-07
33,33.0,0.06401870605702278,0.06401870616499683,0.06401870611100981,0.06401870605702278,0.06401870611100981,108.15160163628721,0.5440505518967773,-108.69565217391305,1.4270938208937878e-08
34,34.0,0.06401870605702278,0.06401870611100981,0.0640187060840163,0.0640187060840163,0.06401870611100981,108.15160159068506,0.5440505543036298,-108.69565217391305,-2.8924361572535418e-08
35,35.0,0.0640187060840163,0.06401870611100981,0.06401870609751306,0.06401870609751306,0.06401870611100981,108.15160161348615,0.5440505531002031,-108.69565217391305,-7.326690365516697e-09
36,36.0,0.06401870609751306,0.06401870611100981,0.06401870610426144,0.06401870609751306,0.06401870610426144,108.1516016248867,0.5440505524984894,-108.69565217391305,3.4721381325653056e-09
37,37.0,0.06401870609751306,0.06401870610426144,0.06401870610088725,0.06401870610088725,0.06401870610426144,108.15160161918642,0.5440505527993458,-108.69565217391305,-1.9272761164756957e-09
38,38.0,0.06401870610088725,0.06401870610426144,0.06401870610257435,0.06401870610088725,0.06401870610257435,108.15160162203657,0.544050552648918,-108.69565217391305,7.724310080448049e-10
39,39.0,0.06401870610088725,0.06401870610257435,0.0640187061017308,0.0640187061017308,0.06401870610257435,108.15160162061149,0.5440505527241319,-108.69565217391305,-5.77429659642803e-10
40,40.0,0.0640187061017308,0.06401870610257435,0.06401870610215257,0.0640187061017308,0.06401870610215257,108.15160162132402,0.5440505526865245,-108.69565217391305,9.750067420100095e-11
41,41.0,0.0640187061017308,0.06401870610215257,0.06401870610194169,0.06401870610194169,0.06401870610215257,108.15160162096775,0.5440505527053286,-108.69565217391305,-2.3996449272090103e-10
42,42.0,0.06401870610194169,0.06401870610215257,0.06401870610204713,0.06401870610204713,0.06401870610215257,108.15160162114589,0.5440505526959271,-108.69565217391305,-7.123901468730764e-11
43,43.0,0.06401870610204713,0.06401870610215257,0.06401870610209985,0.06401870610204713,0.06401870610209985,108.15160162123496,0.5440505526912258,-108.69565217391305,1.3145040611561853e-11
44,44.0,0.06401870610204713,0.06401870610209985,0.0640187061020735,0.0640187061020735,0.06401870610209985,108.15160162119044,0.5440505526935755,-108.69565217391305,-2.9032776183157694e-11
45,45.0,0.0640187061020735,0.06401870610209985,0.06401870610208668,0.06401870610208668,0.06401870610209985,108.15160162121272,0.5440505526923998,-108.69565217391305,-7.929656931082718e-12
46,46.0,0.06401870610208668,0.06401870610209985,0.06401870610209326,0.06401870610208668,0.06401870610209326,108.15160162122382,0.5440505526918132,-108.69565217391305,2.5863755581667647e-12
47,47.0,0.06401870610208668,0.06401870610209326,0.06401870610208997,0.06401870610208997,0.06401870610209326,108.15160162121826,0.544050552692107,-108.69565217391305,-2.6716406864579767e-12
48,48.0,0.06401870610208997,0.06401870610209326,0.06401870610209162,0.06401870610209162,0.06401870610209326,108.15160162122105,0.5440505526919592,-108.69565217391305,-4.263256414560601e-14
49,49.0,0.06401870610209162,0.06401870610209326,0.06401870610209244,0.06401870610209162,0.06401870610209244,108.15160162122243,0.5440505526918866,-108.69565217391305,1.2647660696529783e-12
